2920	WC-32强-JORvsIRN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2921	WC-32强-UZBvsIRQ-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2922	WC-32强-MARvsCUW-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2923	WC-32强-BELvsKOR-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2924	WC-32强-BIHvsARG-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2925	WC-32强-USAvsENG-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2926	WC-32强-HAIvsMEX-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2927	WC-32强-ESPvsEGY-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2928	WC-32强-CPVvsCIV-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2929	WC-32强-CROvsSWE-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2930	WC-32强-COLvsTUR-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2931	WC-32强-GHAvsPAN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2932	WC-32强-TUNvsNZL-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2933	WC-32强-QATvsCOD-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2934	WC-32强-AUTvsAUS-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2935	WC-32强-FRAvsALG-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2936	WC-16强-ECUvsKSA-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2937	WC-16强-ECUvsKSA-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2938	WC-16强-NEDvsSEN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2939	WC-16强-NEDvsSEN-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2940	WC-16强-PORvsJPN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2941	WC-16强-PORvsJPN-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2942	WC-16强-PARvsSCO-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2943	WC-16强-PARvsSCO-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2944	WC-16强-RSAvsCZE-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2945	WC-16强-RSAvsCZE-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2946	WC-16强-BRAvsSUI-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2947	WC-16强-BRAvsSUI-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2948	WC-16强-URUvsNOR-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2949	WC-16强-URUvsNOR-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2950	WC-16强-GERvsCAN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2951	WC-16强-GERvsCAN-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2952	WC-8强-JORvsIRN-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2953	WC-8强-JORvsIRN-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2954	WC-8强-JORvsIRN-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2955	WC-8强-UZBvsIRQ-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2956	WC-8强-UZBvsIRQ-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2957	WC-8强-UZBvsIRQ-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2958	WC-8强-MARvsCUW-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2959	WC-8强-MARvsCUW-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2960	WC-8强-MARvsCUW-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2961	WC-8强-BELvsKOR-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2962	WC-8强-BELvsKOR-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2963	WC-8强-BELvsKOR-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2964	WC-半决赛-BIHvsARG-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2965	WC-半决赛-BIHvsARG-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2966	WC-半决赛-BIHvsARG-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2967	WC-半决赛-USAvsENG-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2968	WC-半决赛-USAvsENG-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2969	WC-半决赛-USAvsENG-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2970	WC-季军-HAIvsMEX-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2971	WC-季军-HAIvsMEX-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2972	WC-季军-HAIvsMEX-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
2973	WC-决赛-ESPvsEGY-$4.99	1	1	5	00:00:00	1	29d23h59m59s				
2974	WC-决赛-ESPvsEGY-$9.99	1	1	5	00:00:00	1	29d23h59m59s				
2975	WC-决赛-ESPvsEGY-$19.99	1	1	5	00:00:00	1	29d23h59m59s				
